"nombre;""rut"";""estado"";""categoria"";""tipo"";""segmentos"";""region"";""comuna"";""telefono"";""dir_comercial"";""dir_despacho"";""contacto_despacho"";""despacho"";""transportadora"";""dir_transportadora"";""compras"";""cobranzas"";""recepcion"";""marcas_propias"";""marcas_competencia"";""vendedor"""
"JUAN PABLO NAVARRO;""19503344-7"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""GT-Oil, Ipone, Monkey"";"""";"""""
"JUAN PABLO VERGARA CASTRO;""10584187-6"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";"""";"""";"""""
"JUAN RAUL JAQUE PASTEN;""11822570-8"";""Cliente"";""3"";""Tienda de repuestos"";"""";""Coquimbo"";""Coquimbo"";""56 9 9886 4974"";""Avda geronimo mendez 916, Coquimbo, Coquimbo"";"""";"""";""Retiro en tienda"";"""";"""";""JUAN RAUL JAQUE PASTEN"";"""";"""";""Motoz, Ipone"";"""";"""""
"JUVENAL ALBERTO DIAZ NYBORG;""9228854-4"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";"""";"""";"""""
"KAM MOTORCYCLES SPA;""78381788-8"";""Cliente"";""3"";""Tienda de repuestos"";""Taller"";""Metropolitana"";""Providencia"";""+56981857882"";""Av. Francisco Bilbao 583, Providencia, Metropolitana"";"""";"""";""Retiro en tienda"";"""";"""";""BASTIAN FAUNDEZ"";"""";"""";""Ipone"";"""";"""""
"Kaori Rodriguez;""17010492-7"";""Cliente"";""3"";""Tienda de repuestos"";"""";""Metropolitana"";""La Florida"";""+56949955143"";""Santa Raquel 10313, La Florida, Metropolitana"";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone"";"""";"""""
"KATHERINE DORIA;""17427481-9"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Gibson"";"""";"""""
"KAVALERA?S BIKES SPA;""77940396-3"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Shinko, Ipone, Monkey"";"""";"""""
"KENDRA NAHIA IRIBARREN G?MEZ;""19712752-K"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone"";"""";"""""
"KLM SPA;""76780421-0"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone"";"""";"""""
"LA BALIZA MC SPA;""77890215-K"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Monkey, Ipone, Bridgestone"";"""";""Claudio Leclerc"""
"LA CASA DE LA MOTO;""14202039-4"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Gibson, Ipone"";"""";"""""
"LA CASA DE LA MOTO SPA;""78236835-4"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone"";"""";""Claudio Leclerc"""
"LEON MAQUINARIA LIMITADA;""76433029-3"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";""+56997337712"";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Bridgestone"";"""";"""""
"LEONARDO BRAVO;""17026926-8"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Shinko"";"""";"""""
"LEONARDO MORALES ALVARES;""13744701-0"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone"";"""";"""""
"LOGISTICAS RAMOS SPA;""77589319-2"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";""Quinta Normal"";""+56 9 2208 1638"";""Gaspar de Orense 960, Quinta Normal 960, Quinta Normal"";"""";"""";""Retiro en tienda"";"""";"""";""JOSE RAMOS"";"""";"""";""Bridgestone, Ipone, Shinko"";"""";"""""
"LOUIS ARTHUR ABD-EL KADER PEEBLES;""8338156-6"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Gibson, Shinko"";"""";"""""
"LUBRICENTRO G Y M SPA;""78.390.414-4"";""Cliente"";""3"";""Tienda de repuestos"";"""";""Metropolitana"";""Padre Hurtado"";""56 9 54885533"";""Brasilia 2414 LB, Padre Hurtado, Metropolitana"";"""";"""";""Retiro en tienda"";"""";"""";""Eduardo Gomez M"";"""";"""";""Ipone"";"""";"""""
"LUBRICENTRO VICTOR MORA ESTEBAN VINCHENZZO VICTOR;""77220478-7"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone"";"""";"""""
"LUBRICLETA SPA;""77651679-1"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";""+56991873408"";"""";"""";"""";""Retiro en tienda"";"""";"""";""Salvador Mundaca"";"""";"""";""Gibson, GT-Oil, Ipone, Shinko, Monkey"";"""";"""""
"LUBRIMOTO L.A. SPA;""77348263-2"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone, Monkey"";"""";""Claudio Leclerc"""
"LUIS ALFREDO LYNCH VERDEJO;""7412612-K"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone, Monkey"";"""";"""""
"LUIS GONZALO REYES SILVA;""14108656-1"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Monkey"";"""";"""""
"LUIS HUMBERTO AREVALO RIQUELME;""7053614-5"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";"""";"""";"""""
"LUIS MARCHANT;""18479819-0"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone, Shinko"";"""";"""""
"LUIS NIBALDO FARIAS AGUILERA;""11388392-8"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Monkey"";"""";"""""
"Lyon Servicios Limitada;""77092200-3"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";""+56977492704"";"""";"""";"""";""Retiro en tienda"";"""";"""";""Pablo Diaz"";"""";"""";""Bridgestone, Ipone"";"""";"""""
"M Y R SPA;""78225312-3"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";"""";"""";"""""
"M Y R SPA;""78.225.312-3"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";""+56999416657"";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Bridgestone"";"""";"""""
"MAICO SPORT;""78262780-5"";""Cliente"";""3"";""Tienda de repuestos"";""Taller"";""Metropolitana"";""Las Condes"";""+56 9 61082906"";""Avda Sebastian Piñera Echeñique 807, Las Condes, Metropolitana"";"""";"""";""Retiro en tienda"";"""";"""";""Maria"";"""";"""";""Ipone, Shinko"";"""";"""""
"MANTENCION Y REPARACION DE MOTOCICLETAS Y ACCESORO;""77260696-6"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Shinko"";"""";"""""
"MANTENCI?N Y VENTA DE ACCESORIOS SEGUEL SPA;""77206533-7"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Shinko"";"""";"""""
"MANUEL ALEJANDRO CASAS CORDERO PENA;""12368365-K"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Shinko"";"""";"""""
"MANUEL ALEJANDRO QUIROZ BUSTOS;""17694911-2"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone"";"""";"""""
"MANUEL RODRIGUEZ 250;""16747363-6"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Bridgestone, Ipone"";"""";"""""
"MARCELO ANTONIO CACERES DINAMARCA;""11672779-K"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Shinko"";"""";"""""
"MARCELO DAMI?N GONZ?LEZ MADRID;""22382965-1"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone"";"""";"""""
"MARCO ANTONIO ROJAS SERRANO;""24032934-4"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Shinko"";"""";"""""
"MARIA CECILIA;""20236848-4"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";"""";"""";"""""
"MARIA FERNANDA GANGAS RAMIREZ;""15592327-K"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone"";"""";"""""
"MARIA LUISA MONTENEGRO OSORIO;""15060193-2"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone"";"""";"""""
"MARIO ANTONIO BARRERA VEGA;""13342189-0"";""Cliente"";""3"";""Tienda de repuestos"";"""";""Metropolitana"";""Buin"";""+56993418832"";""Villaseca 365 lote 2-2a, Buin, Metropolitana"";"""";"""";""Retiro en tienda"";"""";"""";""Mario Barrera"";"""";"""";""Motoz"";"""";"""""
"MARIO BUGUE?O DIAZ;""19300966-2"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone"";"""";"""""
"MARISOL MONTANARI VALDES;""9982568-5"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone"";"""";"""""
"MARTIN ORTEGA;""21764353-8"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone"";"""";"""""
"MAS MOTOS SPA;""77170718-1"";""Cliente"";""3"";""Tienda de repuestos"";"""";""Maule"";""Chillan"";""+56 9 7135 1518"";""Arturo Prat 928 928, Chillan, Maule"";"""";"""";""Retiro en tienda"";"""";"""";""DIEGO"";"""";"""";""Gibson, Shinko, Monkey, Motoz, Ipone, Bridgestone"";"""";"""""
"Mathias Bravo;""17533423-8"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";"""";"""";"""""
"MATIAS ALEJANDRO ARANGUA ZELAYA;""9982619-3"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";"""";"""";"""""
"MATIAS CERDA ALVADRO;""19558527-K"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";""+56953495927"";""BULNES 235, EL MONTE"";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Bridgestone, Motoz, Shinko, Ipone"";"""";"""""
"MAURICIO DONNOSO;""9699160-6"";""Cliente"";""3"";""Tienda de repuestos"";"""";""Metropolitana"";""Recoleta"";""+56990224676"";""BELLAVISTA 231 RECOLETA, Recoleta, Metropolitana"";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Bridgestone, Motoz, Shinko, Ipone, Monkey"";"""";"""""
"MAURICIO LEZANO GARC?S;""10810020-6"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";""+56 9 8283 3582"";"""";"""";"""";""Retiro en tienda"";"""";"""";""Mauricio Lezano Garcés"";"""";"""";""Motoz"";"""";"""""
"MAURICIO MARCOTTI;""13191578-0"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Gibson"";"""";"""""
"MAX GALLASTEGUI;""21504678-8"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Bridgestone, Ipone"";"""";"""""
"Maxi Moto EIRL;""76.092.664-7"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";""+56 9 5218 9803"";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";"""";"""";"""""
"MAXI MOTO EIRL;""76092664-7"";""Cliente"";""3"";""Tienda de repuestos"";"""";""O'Higgins"";""Pichilemu"";""+56952189803"";""SAN ANTONIO 48, Pichilemu, O'Higgins"";"""";"""";""Retiro en tienda"";"""";"""";""MAX RUBIO"";"""";"""";""Bridgestone"";"""";"""""
"MAXIMILIANO MARCELO ALEXIS VILLAR S?EZ;""21572230-9"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone"";"""";"""""
"MAXIMOTOS SPA;""76738413-0"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Shinko, Ipone"";"""";"""""
"MCO GROUP SPA;""76986714-7"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";"""";"""";"""""
"MECANICA GUERRA CORTES LIMITADA;""77970661-3"";""Cliente"";""3"";""Tienda de repuestos"";""Taller"";""Metropolitana"";""Quilicura"";"""";""AV. LO MARCOLETA 323, Quilicura, Metropolitana"";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone"";"""";"""""
"MELANI BRAVO ULGINI;""9385468-3"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";"""";"""";"""""
"MI MOTO;""76321114-2"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Shinko, Monkey"";"""";"""""
"MICHAEL CUEVAS;""20962724-8"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";""+56979844465"";""villa cipres 68 machali"";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Bridgestone, Ipone"";"""";"""""
"MICHAEL ELIAS GALLARDO GALLARDO;""17643147-4"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone"";"""";"""""
"MICHAEL THOMAS KERR MOLINA;""17086563-4"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";"""";"""";"""""
"MIGUEL ANGEL MORALES ASTUDILLO;""17761220-0"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone, Monkey"";"""";"""""
"Miguel Cabrera;""13389414-4"";""Cliente"";""3"";""Tienda de repuestos"";"""";""Biobío"";""Curanilahue"";"""";""Arturo prat esquina Riquelme 1005, Curanilahue, Biobío"";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";"""";"""";"""""
"MONKEY`S CAR SPA;""76309248-8"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";"""";"""";""Sebastián Agusto"""
"MOTO AVENTURA CENTER LIMITADA;""76108299-K"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone, Motoz, Shinko"";"""";"""""
"MOTO CITY SPA;""77842704-4"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone"";"""";""Claudio Leclerc"""
"MOTO COYOTE SPA;""78193059-8"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone"";"""";""Claudio Leclerc"""
"MOTO EXHAUSTS CHILE CARLOS RODRIGO ALVARADO STUCKU;""76361535-9"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Shinko"";"""";"""""
"MOTO GUERRERO SPA;""77892253-3"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Monkey, Bridgestone, Ipone, GT-Oil, Motoz"";"""";"""""
"MOTO LAGUNAS SPA;""76942185-8"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone, Monkey"";"""";"""""
"MOTO MAYOR CHILE SPA;""77574665-3"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Monkey"";"""";"""""
"MOTO REPUESTOS JJ SPA;""77438614-9"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";"""";"""";""Sebastián Agusto"""
"MOTO REPUESTOS JJ SPA;""77.438.614-9"";""Cliente"";""3"";""Tienda de repuestos"";"""";""Metropolitana"";""Pudahuel"";""+56923792393"";""LAGO COCHRANE 7298, Pudahuel, Metropolitana"";"""";"""";""Retiro en tienda"";"""";"""";""JOHN CAICEDO"";"""";"""";""Ipone"";"""";"""""
"Moto Repuestos Valencia spa;""77.486.259-5"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";""+56986809255"";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone"";"""";""Sebastián Agusto"""
"MOTO RESPUESTOS VALENCIA SPA;""77486259-5"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone"";"""";"""""
"MOTO STOP;""7963758-0"";""Cliente"";""3"";""Tienda de repuestos"";"""";""Biobío"";""Los Angeles"";""56 9 96823985"";""Mendoza 815, Los Angeles, Biobío"";"""";"""";""Retiro en tienda"";"""";"""";""Manuel Gurierrez"";"""";"""";""Ipone, Shinko, Monkey"";"""";""Claudio Leclerc"""
"MOTO UNO CHILE SPA;""76840755-K"";""Cliente"";""3"";""Tienda de repuestos"";"""";""Metropolitana"";""La Florida"";""+56940566647"";""Maria Cristina 6729, la Florida sn, La Florida, Metropolitana"";"""";"""";""Retiro en tienda"";"""";"""";""INGRID"";"""";"""";""Ipone, Shinko"";"""";"""""
"MOTO87 SPA;""78184478-0"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone, Shinko"";"""";""Claudio Leclerc"""
"MOTOACCESORIO SPA;""77509014-6"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone, Monkey"";"""";"""""
"MOTOCLINIC RACING SPA;""77602491-0"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone, Monkey"";"""";""Claudio Leclerc"""
"MOTODREAMS SPA;""78008974-1"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone"";"""";"""""
"MOTOG SPA;""77479475-1"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone"";"""";""Sebastián Agusto"""
"MOTOLAB CHILE SPA;""78002593-K"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone"";"""";"""""
"MOTORCITY SPA;""77177015-0"";""Cliente"";""3"";""Tienda de repuestos"";""Tienda"";""Tarapacá"";""Antofagasta"";""+56 9 3017 7151"";""Cap. Carlos Condell 1916, Antofagasta, Tarapacá"";"""";"""";""Retiro en tienda"";"""";"""";""Nickol"";"""";"""";""Ipone, Shinko"";"""";"""""
"MOTOREPUESTOS JOEL CORTES Y COMPA?IA LTDA.;""76899768-3"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone, Motoz, Bridgestone"";"""";"""""
"MOTORZONE CHILLAN SPA;""78318622-5"";""Cliente"";""3"";""Tienda de repuestos"";""Tienda"";""Ñuble"";""Chillan"";""56989732282"";""ECUADOR 744, Chillan, Ñuble"";""PUDAHUEL, Chillan, Ñuble"";"""";""Reparto propio"";"""";"""";""JUAN NAVARRO"";"""";"""";""Ipone"";"""";"""""
"MOTOS DEL MAULE SPA;""76481096-1"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Bridgestone, Ipone, Shinko"";"""";"""""
"MOTOS INOSTROZA SPA;""77542768-K"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Gibson, Ipone, Shinko"";"""";""Claudio Leclerc"""
"MOTOS KUPER;""76352244-K"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone"";"""";"""""
"MOTOS OSSES;""9023960-0"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""GT-Oil, Ipone, Shinko"";"""";""Claudio Leclerc"""
"MOTOS Y ACCESORIOS JUAN LUIS ESCUDERO ESCOBAR E.I.;""76313093-2"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone, Motoz, Shinko"";"""";"""""
"MOTOSBLOTT SPA;""77178489-5"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone"";"""";"""""
"Motosport San Fernando spa;""77804926-0"";""Cliente"";""3"";""Tienda de repuestos"";"""";""O'Higgins"";""San Fernando"";""+56998735969"";""Calle Tres Montes 780, San Fernando, Región del Libertador General Bernardo O'Higgins, Chile 780, San Fernando, O'Higgins"";"""";"""";""Retiro en tienda"";"""";"""";""DON MARIANO"";"""";"""";"""";"""";"""""
"mototematicos;""8933193-5"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";""+56997119549"";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Bridgestone"";"""";"""""
"MPRO COMPANY SPA;""78099703-6"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Shinko"";"""";"""""
"MQX;""76196119-5"";""Cliente"";""3"";""Tienda de repuestos"";""Tienda"";""Los Lagos"";""Puerto Varas"";""+56 9 6444 8832"";""IMPERIAL 433, PUERTO VARAS 433, Puerto Varas, Los Lagos"";""TRANSPORTES CACEM, Puerto Varas, Los Lagos"";"""";""Reparto propio"";"""";"""";""ALEJANDRO LARA"";"""";"""";""Motoz"";"""";"""""
"MRMOTOSCHILE SPA;""77673631-7"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Shinko"";"""";"""""
"MULTISERVICIOS ASA SPA;""77789344-0"";""Cliente"";""3"";""Tienda de repuestos"";"""";""Metropolitana"";""Recoleta"";""+56962059894"";""Av, Recoleta 3296, Recoleta, Metropolitana"";"""";"""";""Retiro en tienda"";"""";"""";""ANTHONY"";"""";"""";""Ipone"";"""";""Sebastián Agusto"""
"MULTISERVICIOS EL VARON SPA;""78269092-2"";""Cliente"";""3"";""Tienda de repuestos"";""Tienda"";""Metropolitana"";""Santiago"";""+56 9 3299 9784"";""Avenida Portugal 1387 1387, Santiago, Metropolitana"";"""";"""";""Retiro en tienda"";"""";"""";""DUEÑO"";"""";"""";""Ipone, Monkey"";"""";"""""
"MULTISERVICIOSWMR SPA;""77395108-K"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone, Monkey"";"""";"""""
"MUNDO ATV CHILE;""76605948-1"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Monkey"";"""";"""""
"NACIONAL MOTOS;""76498865-5"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Ipone, Motoz, Shinko"";"""";""Claudio Leclerc"""
"Nelson Godoy;""17644445-2"";""Cliente"";""3"";""Tienda de repuestos"";"""";""Atacama"";""Vallenar"";""+56 9 8172 5326"";""Freire #2172 Pbl. Rafael Torreblanca, Vallenar, Atacama, Vallenar, Atacama"";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";"""";"""";"""""
"NEUMATICOS MYB SPA;""77855118-7"";""Cliente"";""3"";""Tienda de repuestos"";"""";""Biobío"";""Concepcion"";""+56 9 7609 2108"";""Las Heras 431, Concepcion 431, Concepcion, Biobío"";"""";"""";""Retiro en tienda"";"""";"""";""HUGO"";"""";"""";""Bridgestone, Monkey, Ipone, Shinko"";"""";"""""
"NEUMATICOS Y LOGISTICA OMP SPA;""77737009-K"";""Cliente"";""3"";""Tienda de repuestos"";"""";"""";"""";"""";"""";"""";"""";""Retiro en tienda"";"""";"""";"""";"""";"""";""Bridgestone, Ipone, Shinko, Monkey"";"""";"""""
